35	9	2,269	20,421
36	8	2,292	18,336
37	6	2,685	16,11
38	7	2,146	15,022
39	5	2,616	13,08
40	4	2,924	11,696
41	8	1,218	9,744
42	6	1,328	7,968
43	4	1,41	5,64
44	4	1,19	4,76
46	2	11,696	23,392
48	2	22,599	45,198
50	5	1,259	6,295
51	6	1,361	8,166
52	8	1,285	10,28
53	10	1,172	11,72
54	13	1,072	13,936
55	15	1,09	16,35
56	16	1,088	17,408
			
			
			
			
			
			
			
			
			
			
			
