35	11	2,151	23,661
36	9	2,342	21,078
37	8	2,414	19,312
38	6	2,803	16,818
39	6	2,525	15,15
40	5	2,581	12,905
41	10	1,108	11,08
42	5	1,72	8,6
44	3	1,487	4,461
48	1	3,021	3,021
50	6	1,291	7,746
51	8	1,148	9,184
52	10	1,127	11,27
53	11	1,192	13,112
54	13	1,161	15,093
55	15	1,127	16,905
56	18	1,06	19,08
			
			
			
			
			
			
			
			
			
			
			
			
			
