55	5	1,334	6,67
54	6	1,169	7,014
53	6	1,075	6,45
52	5	1,1	5,5
51	7	0,543774	3,806418
50	7	0,570776	3,995432
49	3	0,752445	2,257335
48	1	2,985	2,985
47	2	2,242	4,484
46	2	1,642	3,284
45	3	1,031	3,093
44	2	1,582	3,164
43	4	0,97371	3,89484
42	8	0,574714	4,597712
41	11	0,569476	6,264236
40	12	0,551268	6,615216
39	14	0,55991	7,83874
38	15	0,561167	8,417505
37	18	0,526039	9,468702
36	19	0,539084	10,242596
35	21	0,538213	11,302473
			
			
			
			
			
			
			
			
			
